"name","BO","rand","repBO","repRand"
nGen-5_plotBudjetPerGen-600_he-0.7,222603,326336,544790,621303
nGen-5_plotBudjetPerGen-600_he-0.7,54449,719670,755133,48061
nGen-5_plotBudjetPerGen-600_he-0.7,312748,124185,991746,617641
nGen-5_plotBudjetPerGen-600_he-0.7,935254,653185,823759,592179
nGen-5_plotBudjetPerGen-600_he-0.7,542230,785072,552115,468189
nGen-5_plotBudjetPerGen-600_he-0.7,428842,118386,113323,163693
nGen-5_plotBudjetPerGen-600_he-0.7,676052,749366,658637,444965
nGen-5_plotBudjetPerGen-600_he-0.7,42669,210645,970311,124052
nGen-5_plotBudjetPerGen-600_he-0.7,361603,512062,861716,734567
nGen-5_plotBudjetPerGen-600_he-0.7,477301,166764,715871,700939
nGen-5_plotBudjetPerGen-600_he-0.7,14190,956822,298321,449959
nGen-10_plotBudjetPerGen-200_he-0.3,569349,479294,332065,464572
nGen-10_plotBudjetPerGen-200_he-0.3,7305,301995,178867,771428
nGen-10_plotBudjetPerGen-200_he-0.3,572249,504914,670933,690685
nGen-10_plotBudjetPerGen-200_he-0.3,156363,256954,136451,282518
nGen-10_plotBudjetPerGen-200_he-0.3,443892,191274,568183,959345
nGen-10_plotBudjetPerGen-200_he-0.3,354634,506427,262399,105191
nGen-10_plotBudjetPerGen-200_he-0.3,6575,641354,684947,242807
nGen-10_plotBudjetPerGen-200_he-0.3,425628,715481,88909,581162
nGen-10_plotBudjetPerGen-200_he-0.3,616028,732645,79775,584260
nGen-10_plotBudjetPerGen-200_he-0.3,919822,967566,1389,56577
nGen-10_plotBudjetPerGen-200_he-0.3,63792,754653,213307,808542
nGen-10_plotBudjetPerGen-200_he-0.3,94605,553230,519681,962747
nGen-10_plotBudjetPerGen-200_he-0.3,560381,228507,42893,121457
nGen-10_plotBudjetPerGen-200_he-0.3,881158,539244,355384,317965
nGen-10_plotBudjetPerGen-200_he-0.3,555336,675415,970262,76527
nGen-10_plotBudjetPerGen-200_he-0.3,570496,211192,993101,134412
nGen-10_plotBudjetPerGen-200_he-0.3,633216,527599,503628,299741
nGen-10_plotBudjetPerGen-200_he-0.3,472659,6706,186508,467353
nGen-10_plotBudjetPerGen-200_he-0.3,39370,359855,668979,810557
nGen-10_plotBudjetPerGen-200_he-0.3,657849,641825,169345,786669
nGen-10_plotBudjetPerGen-200_he-0.3,205126,245707,293186,707160
nGen-10_plotBudjetPerGen-200_he-0.3,309102,121559,62478,73665
nGen-10_plotBudjetPerGen-200_he-0.3,593003,230527,759716,456299
nGen-10_plotBudjetPerGen-200_he-0.3,667486,291584,38023,209834
nGen-10_plotBudjetPerGen-200_he-0.3,331244,466220,395947,519742
nGen-10_plotBudjetPerGen-200_he-0.3,336956,58259,673504,996372
nGen-10_plotBudjetPerGen-200_he-0.3,804329,849050,437443,819697
nGen-10_plotBudjetPerGen-200_he-0.3,815413,853230,972016,94864
nGen-10_plotBudjetPerGen-200_he-0.3,450208,577581,765351,615173
nGen-10_plotBudjetPerGen-200_he-0.3,843499,38989,210542,694646
nGen-10_plotBudjetPerGen-200_he-0.3,822109,740312,468809,707081
nGen-10_plotBudjetPerGen-200_he-0.3,629386,959627,538757,268600
nGen-10_plotBudjetPerGen-200_he-0.3,995486,718774,273180,86521
nGen-10_plotBudjetPerGen-200_he-0.3,962622,692161,104420,319935
nGen-10_plotBudjetPerGen-200_he-0.3,849262,86804,983,608688
nGen-10_plotBudjetPerGen-200_he-0.3,286198,816258,949945,920904
nGen-10_plotBudjetPerGen-200_he-0.3,967288,760245,861089,592800
nGen-10_plotBudjetPerGen-200_he-0.3,162365,516436,189751,284147
nGen-10_plotBudjetPerGen-200_he-0.3,311657,877929,285411,700655
nGen-10_plotBudjetPerGen-200_he-0.3,412155,319012,499079,306948
nGen-10_plotBudjetPerGen-200_he-0.3,586244,636582,877774,997729
nGen-10_plotBudjetPerGen-200_he-0.3,554700,582695,812776,373328
nGen-10_plotBudjetPerGen-200_he-0.3,629942,490277,561002,497341
nGen-10_plotBudjetPerGen-200_he-0.3,591097,767316,925684,212406
nGen-10_plotBudjetPerGen-200_he-0.3,487534,651613,226388,479839
nGen-10_plotBudjetPerGen-200_he-0.3,340005,618008,581429,526889
nGen-10_plotBudjetPerGen-200_he-0.3,205041,443106,900374,877094
nGen-10_plotBudjetPerGen-200_he-0.3,956815,648462,620998,527925
nGen-10_plotBudjetPerGen-200_he-0.3,15912,153668,244551,925350
nGen-10_plotBudjetPerGen-200_he-0.3,80205,394639,714565,228626
nGen-10_plotBudjetPerGen-200_he-0.3,526005,756286,339288,758271
nGen-10_plotBudjetPerGen-200_he-0.3,263563,371132,293107,676600
nGen-10_plotBudjetPerGen-200_he-0.3,701732,419884,480739,793827
nGen-10_plotBudjetPerGen-200_he-0.3,147837,327746,321134,874255
nGen-10_plotBudjetPerGen-200_he-0.3,487347,818423,275277,516438
nGen-10_plotBudjetPerGen-200_he-0.3,583569,766822,295289,375839
nGen-10_plotBudjetPerGen-200_he-0.3,113794,138615,627897,478563
nGen-10_plotBudjetPerGen-200_he-0.3,151392,229729,939448,516820
nGen-10_plotBudjetPerGen-200_he-0.3,304696,236989,481145,206266
nGen-10_plotBudjetPerGen-200_he-0.3,28807,874528,433634,55202
nGen-10_plotBudjetPerGen-200_he-0.3,304393,602153,453753,894248
nGen-10_plotBudjetPerGen-200_he-0.3,626823,478595,754334,10810
nGen-10_plotBudjetPerGen-200_he-0.3,82038,289505,783359,525158
nGen-10_plotBudjetPerGen-200_he-0.3,769124,179640,433090,656231
nGen-10_plotBudjetPerGen-200_he-0.3,792786,553319,874996,503757
nGen-10_plotBudjetPerGen-200_he-0.3,634842,383321,766236,881232
nGen-10_plotBudjetPerGen-200_he-0.3,734786,257789,580097,246505
nGen-10_plotBudjetPerGen-200_he-0.3,951747,910860,5739,393397
nGen-10_plotBudjetPerGen-200_he-0.3,646068,463799,556425,573866
nGen-10_plotBudjetPerGen-200_he-0.3,403609,73414,139052,694203
nGen-10_plotBudjetPerGen-200_he-0.3,758790,868736,780262,795503
nGen-10_plotBudjetPerGen-200_he-0.3,12455,591321,890904,711126
nGen-10_plotBudjetPerGen-200_he-0.3,647445,860974,31257,692814
nGen-10_plotBudjetPerGen-200_he-0.3,911895,476483,282171,85270
nGen-10_plotBudjetPerGen-200_he-0.3,462314,807541,880541,285708
nGen-10_plotBudjetPerGen-200_he-0.3,668578,199581,857123,347643
nGen-10_plotBudjetPerGen-200_he-0.3,123155,125980,703381,700430
nGen-10_plotBudjetPerGen-200_he-0.3,672835,212574,63279,620272
nGen-10_plotBudjetPerGen-200_he-0.3,919968,738604,555036,462483
nGen-10_plotBudjetPerGen-200_he-0.3,883667,695591,533838,32359
nGen-10_plotBudjetPerGen-200_he-0.3,76815,133738,826866,693052
nGen-10_plotBudjetPerGen-200_he-0.3,543986,634392,105505,192936
nGen-10_plotBudjetPerGen-200_he-0.3,55711,968352,426051,341746
nGen-10_plotBudjetPerGen-200_he-0.3,644495,536665,386106,345272
nGen-10_plotBudjetPerGen-200_he-0.3,714210,513321,984163,838508
nGen-10_plotBudjetPerGen-200_he-0.3,796316,211322,144762,959972
nGen-10_plotBudjetPerGen-200_he-0.3,848756,363454,845129,767167
nGen-10_plotBudjetPerGen-200_he-0.3,945815,177490,615517,223089
nGen-10_plotBudjetPerGen-200_he-0.3,652039,881491,32662,485553
nGen-10_plotBudjetPerGen-200_he-0.3,362802,169887,477351,626016
nGen-10_plotBudjetPerGen-200_he-0.3,749823,573393,602686,519164
nGen-10_plotBudjetPerGen-200_he-0.3,179260,389329,12901,640214
nGen-10_plotBudjetPerGen-200_he-0.3,577306,131162,60827,212758
nGen-10_plotBudjetPerGen-200_he-0.3,896298,403194,364013,519410
nGen-10_plotBudjetPerGen-200_he-0.3,809240,917843,649080,869993
nGen-10_plotBudjetPerGen-200_he-0.3,505317,122917,479200,279392
nGen-10_plotBudjetPerGen-200_he-0.3,833055,256182,335516,798793
nGen-10_plotBudjetPerGen-200_he-0.3,76561,686431,503353,141572
nGen-10_plotBudjetPerGen-200_he-0.3,536813,117867,953443,869427
nGen-10_plotBudjetPerGen-200_he-0.3,417248,972112,199813,412129
nGen-10_plotBudjetPerGen-200_he-0.3,623603,769210,604528,192315
nGen-10_plotBudjetPerGen-200_he-0.3,489552,161439,804180,674141
nGen-10_plotBudjetPerGen-200_he-0.3,251656,177961,993875,510867
nGen-10_plotBudjetPerGen-200_he-0.3,423294,245402,793989,452954
nGen-10_plotBudjetPerGen-200_he-0.3,497835,910953,988186,154817
nGen-10_plotBudjetPerGen-200_he-0.3,115378,424223,937447,194327
nGen-10_plotBudjetPerGen-200_he-0.3,29222,951633,733285,105030
nGen-10_plotBudjetPerGen-200_he-0.3,571183,270793,510061,431309
nGen-10_plotBudjetPerGen-200_he-0.3,89869,86967,471033,729097
nGen-10_plotBudjetPerGen-200_he-0.3,683815,877977,181909,166020
nGen-10_plotBudjetPerGen-200_he-0.3,60991,246210,916889,186566
nGen-10_plotBudjetPerGen-200_he-0.3,399588,770767,99729,85875
nGen-10_plotBudjetPerGen-200_he-0.3,790496,787998,674114,411957
nGen-10_plotBudjetPerGen-200_he-0.3,430051,966890,694291,311310
nGen-10_plotBudjetPerGen-200_he-0.3,897108,735127,380220,790008
nGen-10_plotBudjetPerGen-200_he-0.3,131162,936827,780225,138915
nGen-10_plotBudjetPerGen-200_he-0.3,927963,306035,195922,535843
nGen-10_plotBudjetPerGen-200_he-0.3,188129,823807,504011,160344
nGen-10_plotBudjetPerGen-200_he-0.3,832260,929050,539767,814025
nGen-10_plotBudjetPerGen-200_he-0.3,70603,970739,535288,316616
nGen-10_plotBudjetPerGen-200_he-0.3,199223,122620,556230,462330
nGen-10_plotBudjetPerGen-200_he-0.3,37045,894661,862616,976327
nGen-10_plotBudjetPerGen-200_he-0.3,370789,451559,636650,93453
nGen-10_plotBudjetPerGen-200_he-0.3,842630,963135,859953,130835
nGen-10_plotBudjetPerGen-200_he-0.3,659191,548527,32215,922903
nGen-10_plotBudjetPerGen-200_he-0.3,427991,264574,215549,842490
nGen-10_plotBudjetPerGen-200_he-0.3,964873,837640,618547,189269
nGen-10_plotBudjetPerGen-200_he-0.3,485980,397086,885657,937642
nGen-10_plotBudjetPerGen-200_he-0.3,194106,414155,190463,703944
nGen-10_plotBudjetPerGen-200_he-0.3,373073,54893,19455,860102
nGen-10_plotBudjetPerGen-200_he-0.3,379557,487336,792172,619878
nGen-10_plotBudjetPerGen-200_he-0.3,300621,189047,439039,303463
nGen-10_plotBudjetPerGen-200_he-0.3,416707,304116,118199,875473
nGen-10_plotBudjetPerGen-200_he-0.3,510797,956582,431667,847858
nGen-10_plotBudjetPerGen-200_he-0.3,642298,402243,569470,966061
nGen-10_plotBudjetPerGen-200_he-0.3,366609,238797,111590,451698
nGen-10_plotBudjetPerGen-200_he-0.3,833209,991185,648620,160075
nGen-10_plotBudjetPerGen-200_he-0.3,634043,326738,676917,953642
nGen-10_plotBudjetPerGen-200_he-0.3,218594,593879,574938,694749
nGen-10_plotBudjetPerGen-200_he-0.3,431527,423127,466241,577282
nGen-10_plotBudjetPerGen-200_he-0.3,202294,736241,208445,84273
nGen-10_plotBudjetPerGen-200_he-0.3,584162,578374,542702,959340
nGen-10_plotBudjetPerGen-200_he-0.3,941783,819189,417631,351506
nGen-10_plotBudjetPerGen-200_he-0.3,486843,979846,930928,236336
nGen-10_plotBudjetPerGen-200_he-0.3,216589,347900,703816,740147
nGen-10_plotBudjetPerGen-200_he-0.3,190809,443233,243235,825396
nGen-10_plotBudjetPerGen-200_he-0.3,27666,153568,915904,832338
nGen-10_plotBudjetPerGen-200_he-0.3,906732,784236,288677,391371
nGen-10_plotBudjetPerGen-200_he-0.3,742620,373276,202313,212862
nGen-10_plotBudjetPerGen-200_he-0.3,97295,975355,741567,627550
nGen-10_plotBudjetPerGen-200_he-0.3,639129,480674,65374,344784
nGen-10_plotBudjetPerGen-200_he-0.3,674041,625138,954899,333535
nGen-10_plotBudjetPerGen-200_he-0.3,691958,771071,43473,141079
nGen-10_plotBudjetPerGen-200_he-0.3,264910,23195,36187,438123
nGen-10_plotBudjetPerGen-200_he-0.3,243559,729960,839333,611757
nGen-10_plotBudjetPerGen-200_he-0.3,575136,558915,50009,80471
nGen-10_plotBudjetPerGen-200_he-0.3,313278,593531,385914,699160
nGen-10_plotBudjetPerGen-200_he-0.3,715198,67581,830124,820903
nGen-10_plotBudjetPerGen-200_he-0.3,356538,869670,535941,595492
nGen-10_plotBudjetPerGen-200_he-0.3,451819,597735,158490,191382
nGen-10_plotBudjetPerGen-200_he-0.3,984589,102985,152422,782012
nGen-10_plotBudjetPerGen-200_he-0.3,105346,509728,762327,856822
nGen-10_plotBudjetPerGen-200_he-0.3,687019,890479,524459,740867
nGen-10_plotBudjetPerGen-200_he-0.3,637953,838621,667489,491614
nGen-10_plotBudjetPerGen-200_he-0.3,140979,364096,201272,547803
nGen-10_plotBudjetPerGen-200_he-0.3,849922,224998,146150,446700
nGen-10_plotBudjetPerGen-200_he-0.3,564569,541738,652366,777907
nGen-10_plotBudjetPerGen-200_he-0.3,31793,230875,5735,673437
nGen-10_plotBudjetPerGen-200_he-0.3,367917,677077,313104,261436
nGen-10_plotBudjetPerGen-200_he-0.3,398902,149301,82926,124437
nGen-10_plotBudjetPerGen-200_he-0.3,961192,421645,957289,165295
nGen-10_plotBudjetPerGen-200_he-0.3,18673,790058,787396,235079
nGen-10_plotBudjetPerGen-200_he-0.3,348859,162263,535606,113155
nGen-10_plotBudjetPerGen-200_he-0.3,194468,947450,963039,708161
nGen-10_plotBudjetPerGen-200_he-0.3,515764,890031,914713,463150
nGen-10_plotBudjetPerGen-200_he-0.3,183108,214485,895340,621320
nGen-10_plotBudjetPerGen-200_he-0.3,297509,441608,786987,767022
nGen-10_plotBudjetPerGen-200_he-0.3,120658,716777,995472,76893
nGen-10_plotBudjetPerGen-200_he-0.3,599384,466149,641127,439938
nGen-10_plotBudjetPerGen-200_he-0.3,859639,4820,438605,51523
nGen-10_plotBudjetPerGen-200_he-0.3,591387,119597,753698,972591
nGen-10_plotBudjetPerGen-200_he-0.3,393443,649963,268583,177803
nGen-10_plotBudjetPerGen-200_he-0.3,375347,442722,741493,167000
nGen-10_plotBudjetPerGen-200_he-0.3,518473,772686,602696,123316
nGen-10_plotBudjetPerGen-200_he-0.3,454371,356730,700555,548854
nGen-10_plotBudjetPerGen-200_he-0.3,697227,676776,95011,595800
nGen-10_plotBudjetPerGen-200_he-0.3,258262,40416,797762,119430
nGen-10_plotBudjetPerGen-200_he-0.3,26549,428557,24060,168317
nGen-10_plotBudjetPerGen-200_he-0.3,704048,43939,639885,763407
nGen-10_plotBudjetPerGen-200_he-0.3,364283,637610,190972,277540
nGen-10_plotBudjetPerGen-200_he-0.3,440198,289830,158422,102361
nGen-10_plotBudjetPerGen-200_he-0.3,414850,983870,371325,783057
nGen-10_plotBudjetPerGen-200_he-0.3,800183,509701,134944,262570
nGen-10_plotBudjetPerGen-200_he-0.3,266855,550401,422915,769312
nGen-10_plotBudjetPerGen-200_he-0.3,478143,974666,169268,459786
nGen-10_plotBudjetPerGen-200_he-0.3,415564,429791,561697,906993
nGen-10_plotBudjetPerGen-200_he-0.3,510525,237623,926678,432551
nGen-10_plotBudjetPerGen-200_he-0.3,663433,412699,804200,99126
nGen-10_plotBudjetPerGen-200_he-0.3,629117,85167,148178,168715
nGen-10_plotBudjetPerGen-200_he-0.3,185696,988494,738648,999974
nGen-10_plotBudjetPerGen-200_he-0.3,360934,399065,138202,26840
nGen-10_plotBudjetPerGen-200_he-0.3,491073,396012,151225,559578
nGen-10_plotBudjetPerGen-200_he-0.3,227688,985746,630615,947302
nGen-10_plotBudjetPerGen-200_he-0.3,909492,409531,339235,674495
nGen-10_plotBudjetPerGen-200_he-0.3,384681,28192,466793,520561
nGen-10_plotBudjetPerGen-200_he-0.3,73799,859367,237073,90552
nGen-10_plotBudjetPerGen-200_he-0.3,842239,763178,825983,37891
nGen-10_plotBudjetPerGen-200_he-0.3,449872,846910,728727,510017
nGen-10_plotBudjetPerGen-200_he-0.3,783920,113319,916257,864848
nGen-10_plotBudjetPerGen-200_he-0.3,275023,749518,512764,75406
nGen-10_plotBudjetPerGen-200_he-0.3,853844,701669,544934,83471
nGen-10_plotBudjetPerGen-200_he-0.3,779592,723770,289411,276589
nGen-10_plotBudjetPerGen-200_he-0.3,319094,46532,69847,589661
nGen-10_plotBudjetPerGen-200_he-0.3,185254,951712,567628,94076
nGen-10_plotBudjetPerGen-200_he-0.3,915773,499219,583402,365367
nGen-10_plotBudjetPerGen-200_he-0.3,206158,831939,210470,94177
nGen-10_plotBudjetPerGen-200_he-0.3,64224,129511,9446,908427
nGen-10_plotBudjetPerGen-200_he-0.3,136120,505893,882750,865601
nGen-10_plotBudjetPerGen-200_he-0.3,440129,627307,319985,156613
nGen-10_plotBudjetPerGen-200_he-0.3,597576,843880,835400,301001
nGen-10_plotBudjetPerGen-200_he-0.3,722693,559526,717626,385792
nGen-10_plotBudjetPerGen-200_he-0.3,90808,469893,581833,775310
nGen-10_plotBudjetPerGen-200_he-0.3,922776,866947,794656,815358
nGen-10_plotBudjetPerGen-200_he-0.3,835,528505,318340,905795
nGen-10_plotBudjetPerGen-200_he-0.3,537735,630037,750497,172797
nGen-10_plotBudjetPerGen-200_he-0.3,551143,311168,74930,333424
nGen-10_plotBudjetPerGen-200_he-0.3,541226,969862,901269,231900
nGen-10_plotBudjetPerGen-200_he-0.3,204779,341747,91726,393464
nGen-10_plotBudjetPerGen-200_he-0.3,343953,653505,950510,586516
nGen-10_plotBudjetPerGen-200_he-0.3,152254,801088,268029,605982
nGen-10_plotBudjetPerGen-200_he-0.3,440403,477008,675760,718694
nGen-10_plotBudjetPerGen-200_he-0.3,206004,791201,467065,863434
nGen-10_plotBudjetPerGen-200_he-0.3,182216,695299,672758,813552
nGen-10_plotBudjetPerGen-200_he-0.3,201198,858350,970136,377202
nGen-10_plotBudjetPerGen-200_he-0.3,665002,748706,601759,143994
nGen-10_plotBudjetPerGen-200_he-0.3,443626,379091,642786,954673
nGen-10_plotBudjetPerGen-200_he-0.3,512558,603545,246331,455223
nGen-10_plotBudjetPerGen-200_he-0.3,980138,793956,154835,713390
nGen-10_plotBudjetPerGen-200_he-0.3,864072,563173,698791,414395
nGen-10_plotBudjetPerGen-200_he-0.3,618911,233640,189199,74985
nGen-10_plotBudjetPerGen-200_he-0.3,507548,292187,438725,871513
nGen-10_plotBudjetPerGen-200_he-0.3,489362,486291,458940,591785
nGen-10_plotBudjetPerGen-200_he-0.3,632135,442876,763826,362563
nGen-10_plotBudjetPerGen-200_he-0.3,888467,409424,97063,67291
nGen-10_plotBudjetPerGen-200_he-0.3,501150,64031,94097,278054
nGen-10_plotBudjetPerGen-200_he-0.3,253969,761425,242783,697882
nGen-10_plotBudjetPerGen-200_he-0.3,242816,800574,815575,579509
nGen-10_plotBudjetPerGen-200_he-0.3,322544,407091,193890,821484
nGen-10_plotBudjetPerGen-200_he-0.3,288787,888857,281861,616063
nGen-10_plotBudjetPerGen-200_he-0.3,780022,519947,525682,780766
nGen-10_plotBudjetPerGen-200_he-0.3,501389,355210,81384,106141
nGen-10_plotBudjetPerGen-200_he-0.3,436196,577964,99559,623141
nGen-10_plotBudjetPerGen-200_he-0.3,800288,403601,294360,682682
nGen-10_plotBudjetPerGen-200_he-0.3,110006,101343,264408,631551
nGen-10_plotBudjetPerGen-200_he-0.3,70401,266636,11136,853707
nGen-10_plotBudjetPerGen-200_he-0.3,488984,351985,555624,686793
nGen-10_plotBudjetPerGen-200_he-0.3,901916,296842,651612,140415
nGen-10_plotBudjetPerGen-200_he-0.3,37873,53599,578237,261226
nGen-10_plotBudjetPerGen-200_he-0.3,819225,646733,853874,497577
nGen-10_plotBudjetPerGen-200_he-0.3,171833,774222,714859,619430
nGen-10_plotBudjetPerGen-200_he-0.3,78069,205194,44007,870463
nGen-10_plotBudjetPerGen-200_he-0.3,375469,855418,750413,138058
nGen-10_plotBudjetPerGen-200_he-0.3,687350,441535,446477,312696
nGen-10_plotBudjetPerGen-200_he-0.3,302862,946428,426746,948745
nGen-10_plotBudjetPerGen-200_he-0.3,721029,941119,292942,906915
nGen-10_plotBudjetPerGen-200_he-0.3,432933,340264,400794,986827
nGen-10_plotBudjetPerGen-200_he-0.3,140132,553218,529900,641230
nGen-10_plotBudjetPerGen-200_he-0.3,339852,974693,620323,937183
nGen-10_plotBudjetPerGen-200_he-0.3,791628,885556,231080,230287
nGen-10_plotBudjetPerGen-200_he-0.3,595261,864165,26108,556161
nGen-10_plotBudjetPerGen-200_he-0.3,203818,587548,150473,50654
nGen-10_plotBudjetPerGen-200_he-0.3,105691,553378,527983,379758
nGen-10_plotBudjetPerGen-200_he-0.3,778070,329024,290138,835719
nGen-10_plotBudjetPerGen-200_he-0.3,618665,984761,259604,804512
nGen-10_plotBudjetPerGen-200_he-0.3,870033,847333,460632,972807
nGen-10_plotBudjetPerGen-200_he-0.3,412967,565876,921403,17121
nGen-10_plotBudjetPerGen-200_he-0.3,866867,79359,805390,499286
nGen-10_plotBudjetPerGen-200_he-0.3,467357,944137,529450,315843
nGen-10_plotBudjetPerGen-200_he-0.3,348444,906246,641101,565643
nGen-10_plotBudjetPerGen-200_he-0.3,1678,105326,491537,303074
nGen-10_plotBudjetPerGen-200_he-0.3,695773,489722,125826,283304
nGen-10_plotBudjetPerGen-200_he-0.3,631373,707311,415809,990399
nGen-10_plotBudjetPerGen-200_he-0.3,242058,507901,828833,75477
nGen-10_plotBudjetPerGen-200_he-0.3,280402,918204,666924,531140
nGen-10_plotBudjetPerGen-200_he-0.3,201268,66568,587120,593927
nGen-10_plotBudjetPerGen-200_he-0.3,387965,774283,908502,901585
nGen-10_plotBudjetPerGen-200_he-0.3,459360,895112,340445,572565
nGen-10_plotBudjetPerGen-200_he-0.3,311763,862888,909402,996328
nGen-10_plotBudjetPerGen-200_he-0.3,89943,939604,876891,664708
nGen-10_plotBudjetPerGen-200_he-0.3,907354,844083,245423,251921
nGen-10_plotBudjetPerGen-200_he-0.3,179138,362595,39584,969298
nGen-10_plotBudjetPerGen-200_he-0.3,122870,279551,505126,908186
nGen-10_plotBudjetPerGen-200_he-0.3,727980,856099,320695,436550
nGen-10_plotBudjetPerGen-200_he-0.3,738270,859906,835342,428859
nGen-10_plotBudjetPerGen-200_he-0.3,963283,677427,207336,711985
nGen-10_plotBudjetPerGen-200_he-0.3,895655,514146,527912,690124
nGen-10_plotBudjetPerGen-200_he-0.3,765250,178319,77869,861832
nGen-10_plotBudjetPerGen-200_he-0.3,298451,501752,442883,813312
nGen-10_plotBudjetPerGen-200_he-0.3,927922,379954,550831,557538
nGen-10_plotBudjetPerGen-200_he-0.3,937497,513738,350313,144588
nGen-10_plotBudjetPerGen-200_he-0.3,997809,638105,129600,714162
nGen-10_plotBudjetPerGen-200_he-0.3,590863,364667,143789,878334
nGen-10_plotBudjetPerGen-200_he-0.3,901074,334150,511060,260707
nGen-10_plotBudjetPerGen-200_he-0.3,894892,480376,130510,903888
nGen-10_plotBudjetPerGen-200_he-0.3,53108,484421,466044,481443
nGen-10_plotBudjetPerGen-200_he-0.3,215697,149192,63548,645660
nGen-10_plotBudjetPerGen-200_he-0.3,555522,502404,362876,670221
nGen-10_plotBudjetPerGen-200_he-0.3,25055,490992,142325,48912
nGen-10_plotBudjetPerGen-200_he-0.3,515314,835688,414678,530248
nGen-10_plotBudjetPerGen-200_he-0.3,748833,538349,259510,49413
nGen-10_plotBudjetPerGen-200_he-0.3,565784,71556,817243,977718
nGen-10_plotBudjetPerGen-200_he-0.3,330677,598762,664039,155273
nGen-10_plotBudjetPerGen-200_he-0.3,773824,882294,941373,117690
nGen-10_plotBudjetPerGen-200_he-0.3,680993,305729,848751,100335
nGen-10_plotBudjetPerGen-200_he-0.3,128227,571914,521127,655940
nGen-10_plotBudjetPerGen-200_he-0.3,707174,107782,195893,724723
nGen-10_plotBudjetPerGen-200_he-0.3,155834,800229,332641,79005
nGen-10_plotBudjetPerGen-200_he-0.3,868209,528156,42831,187058
nGen-10_plotBudjetPerGen-200_he-0.3,445537,588959,714218,226122
nGen-10_plotBudjetPerGen-200_he-0.3,451693,858335,808210,627549
nGen-10_plotBudjetPerGen-200_he-0.3,453265,645777,135137,325036
nGen-10_plotBudjetPerGen-200_he-0.3,864521,679108,989438,940208
nGen-10_plotBudjetPerGen-200_he-0.3,246976,195839,614411,72549
nGen-10_plotBudjetPerGen-200_he-0.3,598084,763296,590498,689677
nGen-10_plotBudjetPerGen-200_he-0.3,911730,128296,332196,627593
nGen-10_plotBudjetPerGen-200_he-0.3,949713,572512,783606,274251
nGen-10_plotBudjetPerGen-200_he-0.3,363751,98703,737391,724142
nGen-10_plotBudjetPerGen-200_he-0.3,6098,644830,688877,251845
nGen-10_plotBudjetPerGen-200_he-0.3,760511,33071,265056,520628
nGen-10_plotBudjetPerGen-200_he-0.3,675027,165499,862308,533178
nGen-10_plotBudjetPerGen-200_he-0.3,64997,852279,545168,228852
nGen-10_plotBudjetPerGen-200_he-0.3,8813,545343,498473,377351
nGen-10_plotBudjetPerGen-200_he-0.3,915460,277129,749536,346728
nGen-10_plotBudjetPerGen-200_he-0.3,777413,84970,989196,887030
nGen-10_plotBudjetPerGen-200_he-0.3,820693,906695,683484,791342
nGen-10_plotBudjetPerGen-200_he-0.3,866647,670112,768718,675302
nGen-10_plotBudjetPerGen-200_he-0.3,983922,372108,897722,98370
nGen-10_plotBudjetPerGen-200_he-0.3,400140,551670,529717,651815
nGen-10_plotBudjetPerGen-200_he-0.3,79033,271685,276962,547682
nGen-10_plotBudjetPerGen-200_he-0.3,892304,119821,845104,565322
nGen-10_plotBudjetPerGen-200_he-0.3,851676,329013,997880,462670
nGen-10_plotBudjetPerGen-200_he-0.3,211767,176958,807948,837686
nGen-10_plotBudjetPerGen-200_he-0.3,613373,284674,842978,894741
nGen-10_plotBudjetPerGen-200_he-0.3,902776,496645,693318,448603
nGen-10_plotBudjetPerGen-200_he-0.3,139890,266466,474520,93080
nGen-10_plotBudjetPerGen-200_he-0.3,372734,635542,48741,559656
nGen-10_plotBudjetPerGen-200_he-0.3,566413,13482,671165,138353
nGen-10_plotBudjetPerGen-200_he-0.3,84805,474392,896430,457080
nGen-10_plotBudjetPerGen-200_he-0.3,289281,275028,710090,110670
nGen-10_plotBudjetPerGen-200_he-0.3,759146,296193,666178,419443
nGen-10_plotBudjetPerGen-200_he-0.3,984241,40930,223512,21495
nGen-10_plotBudjetPerGen-200_he-0.3,929399,637472,550098,921269
nGen-10_plotBudjetPerGen-200_he-0.3,60386,378245,317921,237240
nGen-10_plotBudjetPerGen-200_he-0.3,286860,780293,24019,151808
nGen-10_plotBudjetPerGen-200_he-0.3,893947,414656,124654,152431
nGen-10_plotBudjetPerGen-200_he-0.3,627776,405245,406554,805911
nGen-10_plotBudjetPerGen-200_he-0.3,457573,575935,106778,279900
nGen-10_plotBudjetPerGen-200_he-0.3,510903,648247,515344,550659
nGen-10_plotBudjetPerGen-200_he-0.3,643954,469029,137473,592607
nGen-10_plotBudjetPerGen-200_he-0.3,254148,824920,54928,967567
nGen-10_plotBudjetPerGen-200_he-0.3,448030,308235,662713,161494
nGen-10_plotBudjetPerGen-200_he-0.3,566649,578106,579676,506100
nGen-10_plotBudjetPerGen-200_he-0.3,964757,392748,166042,371336
nGen-10_plotBudjetPerGen-200_he-0.3,498111,954013,626105,75530
nGen-10_plotBudjetPerGen-200_he-0.3,312347,71273,980717,478004
nGen-10_plotBudjetPerGen-200_he-0.3,865116,142347,625477,18442
